movieID,rating,numberOfRatings
1680,3.7,20
1680,3.7,20
1681,2.4,5
1682,3.9285715,98
1683,3.7777777,9
1684,3.4,5
1686,3.6,5
1687,3.0,17
1688,3.7777777,18
1688,3.7777777,18
1689,3.1818182,11
1690,3.0263157,38
1692,5.0,1
1693,3.590909,22
1694,3.8125,16
1696,2.0,1
1699,3.6666667,9
1701,3.5,16
1702,2.6923077,13
1703,2.6,5
1704,4.1652174,115
1707,2.4285715,7
1711,3.5263157,19
1713,2.5714285,14
1715,3.0,1
1717,3.2083333,24
1719,4.181818,22
1719,4.181818,22
1721,3.4545455,121
1721,3.4545455,121
1721,3.4545455,121
1722,3.3939395,33
1726,1.6666666,6
1727,3.0,7
1728,4.0,1
1729,3.659091,44
1730,4.0,4
1731,1.0,1
1732,4.044944,89
1733,2.0,1
1734,4.0,11
1734,4.0,11
1734,4.0,11
1735,3.3333333,9
1735,3.3333333,9
1739,1.0,1
1744,2.5,4
1744,2.5,4
1746,2.0,2
1747,3.487805,41
1748,3.7105262,38
1750,2.0,1
1750,2.0,1
1752,2.8333333,6
1753,2.625,8
1754,3.8333333,12
1755,3.0,2
1755,3.0,2
1757,3.5,2
1757,3.5,2
1760,2.0,10
1760,2.0,10
1762,3.0,3
1767,3.0,2
1767,3.0,2
1769,2.625,8
1771,5.0,1
1772,3.090909,11
1777,3.2156863,51
1779,2.7692308,13
1783,2.6666667,3
1783,2.6666667,3
1784,3.7916667,72
1785,4.0,3
1788,4.25,4
1791,3.25,4
1792,3.4285715,14
1794,3.8,5
1795,4.0,1
1796,2.0,1
1796,2.0,1
1797,3.8,10
1798,2.3333333,3
1799,3.7142856,7
1801,2.8888888,18
1804,3.0,3
1805,3.2258065,31
1806,1.5,2
1806,1.5,2
1807,3.0,1
1809,4.0,2
1809,4.0,2
1810,3.6923077,13
1812,3.0,2
1812,3.0,2
1816,3.5,2
1819,5.0,1
1821,3.1111112,9
1822,3.0,1
1824,3.0,3
1826,1.0,1
1827,4.142857,7
1831,2.2631578,19
1833,2.7272727,11
1833,2.7272727,11
1833,2.7272727,11
1834,3.9473684,19
1834,3.9473684,19
1835,3.5294118,17
1836,2.8888888,9
1837,2.0,3
1839,2.25,4
1839,2.25,4
1840,2.6666667,3
1841,3.25,4
1844,4.0,3
1845,4.181818,11
1846,4.5,2
1848,2.7,10
1852,3.0,1
1854,4.0,1
1855,2.4,5
1856,3.4285715,7
1858,3.6,5
1859,5.0,2
1860,4.6666665,3
1861,2.0,1
1862,2.2857144,7
1863,2.0,6
1864,3.0,1
1865,3.1666667,6
1866,3.6,5
1870,4.0,1
1873,3.8,10
1874,3.0,1
1875,3.0,6
1875,3.0,6
1875,3.0,6
1876,3.2105262,38
1878,3.0,1
1880,4.0,2
1881,4.0,4
1881,4.0,4
1882,2.2777777,18
1883,3.2903225,31
1884,3.72,25
1885,3.65,20
1885,3.65,20
1887,2.6666667,6
1888,2.9333334,15
1889,3.0,6
1891,2.0,1
1892,3.4117646,17
1894,2.952381,21
1894,2.952381,21
1895,2.8,10
1896,3.0,1
1896,3.0,1
1897,3.5,6
1897,3.5,6
1897,3.5,6
1897,3.5,6
1900,4.0,2
1901,3.0,1
1902,1.0,2
1903,4.5,2
1903,4.5,2
1904,4.0,3
1907,3.612903,31
1909,3.3529413,34
1910,4.0,1
1911,2.8181818,22
1912,4.0526314,19
1913,3.6666667,6
1913,3.6666667,6
1914,3.6666667,12
1916,3.6153846,13
1917,3.1609194,87
1918,3.057143,35
1919,4.0,2
1919,4.0,2
1919,4.0,2
1920,2.9333334,15
1921,3.7575758,33
1922,3.6666667,3
1922,3.6666667,3
1923,3.5913978,93
1924,3.5555556,9
1925,5.0,1
1926,2.0,1
1927,4.3333335,12
1928,3.0,1
1929,3.0,5
1931,4.4444447,9
1931,4.4444447,9
1932,4.0,1
1933,5.0,1
1933,5.0,1
1934,4.5,6
1935,3.8333333,6
1936,4.5,2
1937,3.5,4
1938,4.0,7
1939,4.6363635,11
1940,4.3333335,6
1940,4.3333335,6
1941,4.6,5
1942,4.3333335,6
1943,3.25,4
1944,3.9411764,17
1945,4.5652175,23
1946,4.2727275,11
1947,4.095238,42
1948,4.4545455,11
1948,4.4545455,11
1949,3.75,8
1950,3.9,20
1951,3.5714285,14
1952,4.138889,36
1953,4.075,40
1954,3.857143,56
1954,3.857143,56
1955,3.851852,27
1956,3.892857,28
1956,3.892857,28
1957,3.9142857,35
1957,3.9142857,35
1958,3.878788,33
1958,3.878788,33
1959,3.875,24
1960,4.173913,23
1961,4.0674157,89
1962,3.7058823,34
1963,4.111111,9
1964,3.857143,14
1965,3.7,30
1966,3.5833333,12
1967,3.5172415,29
1968,4.0602407,83
1968,4.0602407,83
1969,3.0,7
1970,2.6,5
1971,2.6666667,3
1972,2.6666667,3
1973,2.3333333,3
1974,3.0714285,14
1975,2.1666667,6
1976,2.1666667,6
1977,1.6666666,6
1978,2.5,2
1979,2.25,4
1980,3.0,1
1981,2.3333333,3
1982,3.6818182,22
1983,3.4285715,7
1984,1.875,8
1985,3.0,3
1986,3.5,2
1987,2.5,4
1988,3.0,2
1989,2.0,1
1990,3.0,1
1990,3.0,1
1991,3.0,7
1992,2.0,5
1993,2.0,4
1994,3.8888888,27
1995,2.375,8
1996,1.75,4
1996,1.75,4
1997,3.9555554,45
1998,3.5,2
1999,2.6666667,3
2000,3.5882354,68
2001,3.2564104,39
2002,2.942857,35
2003,3.0857143,35
2004,2.3846154,13
2005,3.65,40
2006,3.547619,42
2007,2.0,1
2008,1.0,1
2009,3.6153846,13
2010,4.0,19
2011,3.4864864,74
2012,3.2666667,60
2013,3.25,24
2014,3.0833333,12
2015,3.1764705,17
2016,2.5,4
2017,3.142857,7
2018,3.3703704,27
2019,4.2608695,46
2020,4.0,29
2021,3.12,25
2022,3.2,10
2022,3.2,10
2023,3.56,25
2024,3.3333333,3
2025,2.9166667,12
2026,3.2,5
2026,3.2,5
2027,2.0,7
2028,3.9583333,144
2029,4.2,5
2029,4.2,5
2031,3.0,1
2032,3.0,1
2033,3.0,9
2034,3.2222223,9
2035,3.0,1
2036,2.5,4
2037,3.6666667,3
2038,3.4285715,7
2038,3.4285715,7
2040,3.3333333,6
2041,3.3333333,6
2041,3.3333333,6
2042,2.7142856,7
2043,3.5714285,7
2044,2.25,4
2045,3.4,5
2046,3.909091,11
2047,4.0,1
2047,4.0,1
2048,3.6666667,3
2048,3.6666667,3
2050,2.8333333,6
2051,3.75,4
2052,3.2,5
2053,2.5384614,13
2054,2.709091,55
2055,4.0,1
2055,4.0,1
2055,4.0,1
2057,4.0,2
2057,4.0,2
2058,3.7916667,24
2058,3.7916667,24
2059,3.2857144,14
2060,3.0,9
2062,2.0,2
2063,1.0,1
2064,4.4102564,39
2064,4.4102564,39
2065,3.764706,17
2066,4.0,4
2066,4.0,4
2066,4.0,4
2067,3.7058823,17
2068,4.2,10
2069,3.7777777,9
2070,4.0833335,12
2071,3.75,8
2072,3.0,13
2073,4.0,3
2074,4.0,1
2074,4.0,1
2075,3.5,2
2076,4.147059,34
2077,3.3333333,6
2078,3.8421052,38
2078,3.8421052,38
2080,3.857143,35
2081,3.8214285,56
2082,2.7222223,18
2083,3.6666667,12
2084,2.857143,7
2085,3.625,32
2086,5.0,1
2087,3.625,32
2088,2.625,24
2088,2.625,24
2089,3.5454545,11
2089,3.5454545,11
2090,3.6923077,13
2091,4.0,3
2091,4.0,3
2092,2.6666667,9
2093,3.5555556,9
2094,3.3703704,27
2095,2.25,4
2096,3.7666667,30
2097,3.8,5
2098,2.0,2
2099,3.875,8
2100,3.195122,41
2101,2.5,2
2102,4.285714,7
2103,3.0,1
2104,3.6666667,3
2105,3.4761906,42
2106,3.6666667,9
2107,3.2,10
2108,3.6571429,35
2109,3.875,40
2110,3.357143,14
2111,3.3076923,13
2112,3.2941177,17
2113,3.0,4
2114,3.8235295,17
2115,3.8055556,72
2116,3.5294118,17
2116,3.5294118,17
2117,3.909091,11
2118,3.625,16
2119,3.0,6
2120,3.25,8
2121,2.7777777,9
2122,2.3,10
2122,2.3,10
2123,3.2222223,9
2124,3.2592592,27
2125,3.7727273,22
2126,2.95,20
2128,3.0,2
2130,4.181818,11
2130,4.181818,11
2131,4.5,4
2132,4.181818,22
2132,4.181818,22
2133,3.1052632,19
2133,3.1052632,19
2134,3.0714285,28
2135,3.0,10
2136,2.6666667,15
2137,3.857143,21
2137,3.857143,21
2138,4.0,10
2139,3.3333333,21
2140,3.6363637,22
2141,3.4761906,21
2141,3.4761906,21
2142,3.1,10
2143,3.8,10
2144,3.875,32
2145,3.34375,32
2146,3.125,16
2147,2.0,3
2148,3.5,4
2149,2.0,2
2150,3.612903,31
2150,3.612903,31
2150,3.612903,31
2151,3.0,2
2151,3.0,2
2152,1.0,1
2153,2.2727273,11
2154,2.6666667,6
2155,3.3,10
2155,3.3,10
2159,3.0,6
2160,3.6296296,27
2161,3.2962964,27
2162,2.5714285,7
2163,3.125,8
2164,1.0,2
2165,4.0,6
2166,3.857143,7
2167,3.375,40
2167,3.375,40
2168,3.0,3
2169,2.8,5
2170,3.0,4
2171,4.0,3
2173,4.0,2
2174,3.4520547,73
2176,3.8,10
2176,3.8,10
2177,5.0,1
2178,3.4285715,7
2180,3.5,2
2181,3.6,5
2182,4.0,2
2182,4.0,2
2183,3.8333333,6
2184,3.5714285,7
2186,4.2608695,23
2187,4.0,2
2188,2.642857,14
2189,4.0,1
2190,2.0,1
2190,2.0,1
2193,3.419355,31
2194,3.9642856,56
2195,3.0,6
2197,3.0,1
2200,4.0,1
2201,4.5,2
2202,4.3636365,11
2203,4.4,10
2203,4.4,10
2204,4.0,2
2204,4.0,2
2204,4.0,2
2204,4.0,2
2206,3.75,4
2207,4.0,1
2208,4.1666665,12
2210,4.0,1
2212,4.0,1
2212,4.0,1
2215,4.0,1
2219,4.0,1
2221,4.0,1
2227,4.0,1
2231,3.76,25
2232,4.285714,14
2236,2.4,5
2237,2.0,2
2238,3.3333333,3
2239,3.0,3
2240,3.090909,11
2241,2.8333333,6
2241,2.8333333,6
2243,3.9333334,30
2244,3.0,1
2245,3.4782608,23
2246,2.0,1
2247,3.4,15
2248,4.0,35
2249,3.4615386,13
2250,3.2,5
2252,3.6363637,11
2253,2.5625,16
2254,3.0,1
2255,2.4,5
2256,4.0,1
2257,3.5,2
2259,2.7,10
2260,2.0,2
2261,3.75,4
2262,2.7058823,17
2263,3.375,8
2264,3.0,4
2265,2.0,3
2266,2.6666667,6
2267,4.5,4
2268,3.9322033,59
2268,3.9322033,59
2269,2.8333333,12
2271,3.6666667,3
2272,3.75,4
2273,3.689655,29
2273,3.689655,29
2275,2.5,2
2276,3.0,2
2278,3.483871,31
2279,3.4,10
2280,3.5,4
2280,3.5,4
2282,3.4166667,12
2283,4.0,3
2284,5.0,1
2285,3.3333333,3
2286,1.6666666,3
2287,3.5,6
2288,3.9642856,28
2289,4.275,40
2290,3.25,8
2291,3.8714285,70
2292,4.0,1
2294,3.375,40
2295,4.0,2
2296,2.4285715,7
2297,3.0,10
2300,4.212121,33
2300,4.212121,33
2301,3.75,16
2301,3.75,16
2302,3.5535715,56
2303,4.0,20
2304,4.25,4
2304,4.25,4
2306,2.8,5
2307,4.0,1
2310,4.0,5
2311,3.4615386,13
2312,3.6923077,13
2312,3.6923077,13
2312,3.6923077,13
2313,3.8636363,22
2314,3.5,2
2314,3.5,2
2315,3.5,4
2316,2.7857144,14
2318,4.3333335,18
2320,2.75,4
2320,2.75,4
2321,3.6153846,52
2321,3.6153846,52
2322,2.8,5
2323,2.0,1
2324,4.0416665,72
2325,3.3333333,3
2325,3.3333333,3
2327,4.0,4
2328,3.5,4
2329,4.1,70
2330,4.6666665,3
2331,3.7777777,9
2333,3.7368422,19
2334,3.4615386,13
2335,3.35,20
2336,3.7727273,44
2337,3.8,5
2338,2.5833333,12
2339,3.0,1
2340,3.1666667,18
2342,3.0,1
2344,4.3333335,6
2345,3.75,4
2346,3.0714285,14
2347,3.3333333,3
2348,3.4545455,11
2349,3.7,10
2350,3.0,1
2351,3.8,5
2352,3.78125,32
2352,3.78125,32
2352,3.78125,32
2352,3.78125,32
2353,3.6888888,45
2354,2.5,2
2354,2.5,2
2355,3.7464788,71
2356,3.4444444,9
2357,4.3,10
2359,4.230769,26
2360,3.6666667,9
2361,3.7142856,7
2362,2.75,4
2363,3.9,10
2364,2.75,4
2365,2.8,5
2366,3.9545455,22
2366,3.9545455,22
2367,2.8888888,9
2368,2.6666667,3
2369,2.909091,33
2370,3.3333333,3
2371,3.3333333,21
2372,2.6,10
2373,2.8,5
2374,3.142857,7
2375,2.6190476,21
2376,3.4285715,14
2377,2.5,2
2378,2.5625,16
2379,2.4,15
2380,1.8333334,12
2381,2.0,11
2381,2.0,11
2382,2.0,10
2383,2.1111112,9
2383,2.1111112,9
2384,3.2380953,21
2385,2.25,8
2386,3.0,3
2386,3.0,3
2386,3.0,3
2387,2.875,8
2388,4.0,1
2389,2.8181818,11
2390,3.4,10
2391,3.75,28
2392,1.6666666,9
2392,1.6666666,9
2393,3.4615386,13
2394,3.5517242,29
2395,3.9818182,55
2396,4.030303,99
2397,3.5,2
2398,3.5333333,15
2399,1.0,1
2400,2.0,1
2401,3.6666667,6
2402,2.6923077,13
2403,3.4615386,13
2404,2.4545455,11
2405,3.2592592,27
2406,3.6,55
2407,3.2702703,37
2407,3.2702703,37
2408,2.8,5
2409,3.4666667,15
2410,2.9375,16
2411,2.6875,16
2412,2.7058823,17
2412,2.7058823,17
2412,2.7058823,17
2413,3.0714285,14
2414,3.3333333,9
2415,4.0,2
2416,2.7142856,14
2417,3.0,5
2418,3.5,6
2419,3.0,3
2420,3.090909,22
2421,2.5,22
2422,2.0714285,14
2422,2.0714285,14
2422,2.0714285,14
2423,3.7,20
2424,3.4666667,45
2425,3.6,5
2427,3.3030303,33
2428,2.55,20
2429,3.0,8
2430,3.8,5
2431,3.1818182,22
2432,4.0,4
2433,3.1578948,19
2434,3.75,4
2435,3.0,4
2436,3.5,8
2437,3.0,1
2438,4.0,1
2439,3.4,10
2440,4.0,4
2441,3.0,2
2442,4.0,7
2443,4.0,3
2445,2.6666667,3
2446,1.4,5
2446,1.4,5
2447,3.090909,11
2448,2.0,2
2449,2.0,2
2449,2.0,2
2450,1.6363636,11
2450,1.6363636,11
2451,4.0,2
2453,3.6,5
2454,3.6923077,13
2454,3.6923077,13
2454,3.6923077,13
2455,3.3611112,36
2456,2.0,6
2457,3.2,5
2458,3.0,5
2459,3.4,10
2460,3.4,5
2461,4.0,1
2462,2.0,3
2463,3.7368422,19
2464,2.5,2
2465,4.0,2
2467,4.25,20
2468,3.0,14
2468,3.0,14
2469,3.35,20
2470,3.347826,46
2471,2.4666667,15
2472,3.25,4
2473,1.875,8
2473,1.875,8
2474,3.9333334,15
2475,3.5,4
2476,2.6666667,3
2478,3.173913,23
2479,2.0,1
2479,2.0,1
2481,3.0,1
2482,3.25,4
2482,3.25,4
2483,5.0,1
2485,3.2272727,22
2486,3.0,1
2487,3.0,1
2487,3.0,1
2488,4.3333335,3
2490,3.6666667,24
2490,3.6666667,24
2491,3.25,4
2492,2.75,4
2492,2.75,4
2494,4.0,2
2494,4.0,2
2495,4.0,3
2496,3.142857,14
2497,1.75,8
2498,2.3333333,3
2499,3.5,2
2500,2.0,2
2501,4.107143,28
2501,4.107143,28
2501,4.107143,28
2502,3.9342105,76
2502,3.9342105,76
2504,3.3333333,6
2504,3.3333333,6
2505,2.4,15
2506,2.75,4
2507,1.0,1
2511,4.0,3
2513,3.0666666,15
2514,1.6666666,3
2515,2.0,1
2515,2.0,1
2516,1.0,1
2517,3.3333333,6
2518,3.3333333,9
2519,2.0,1
2520,3.357143,14
2521,2.7142856,7
2522,2.6,10
2523,2.6666667,3
2524,3.4,10
2525,2.5,4
2526,3.0,1
2527,3.3846154,13
2528,3.32,25
2529,3.6888888,45
2530,2.875,8
2531,2.6666667,6
2532,3.142857,7
2533,2.75,12
2534,3.0,1
2535,2.6666667,6
2535,2.6666667,6
2536,3.5,2
2537,2.0,2
2539,3.2619047,42
2540,3.25,4
2541,3.0833333,36
2542,4.12766,47
2545,4.25,4
2546,2.375,8
2548,1.3333334,3
2549,2.25,8
2549,2.25,8
2550,4.0,2
2551,3.75,12
2552,2.5,2
2553,4.4,5
2554,3.3333333,3
2555,1.0,3
2555,1.0,3
2557,3.5,2
2557,3.5,2
2558,2.8181818,11
2559,2.5,2
2560,3.0,5
2561,3.625,8
2562,5.0,1
2562,5.0,1
2562,5.0,1
2563,5.0,1
2565,3.4736843,19
2566,3.0,1
2567,3.0526316,19
2567,3.0526316,19
2568,1.8,5
2569,4.0,1
2570,4.25,4
2571,4.2582417,182
2571,4.2582417,182
2572,3.4390244,41
2573,5.0,1
2574,2.5,10
2575,3.875,8
2577,3.0,3
2577,3.0,3
2579,4.0,2
2580,3.878049,41
2581,3.0666666,30
2582,3.0,3
2583,3.3333333,9
2585,3.5,4
2586,4.0,1
2587,2.6,5
2589,3.0,2
2590,3.5,4
2594,4.3333335,6
2594,4.3333335,6
2596,3.625,8
2597,2.0,3
2597,2.0,3
2598,2.9473684,19
2599,4.09375,64
2600,3.1818182,22
2605,3.121212,33
2606,2.8333333,6
2607,3.6666667,6
2609,3.5,2
2610,3.5,4
2611,3.75,4
2612,3.7777777,9
2613,3.6,5
2615,3.3333333,3
2616,2.6190476,21
2617,3.4074075,54
2618,3.0,2
2620,4.3333335,3
2621,3.3333333,3
2622,3.2105262,19
2624,3.6666667,3
2625,4.0,1
2626,4.5,4
2627,5.0,1
2628,3.368932,103
2629,3.5,4
2630,3.5,2
2631,3.0,1
2633,3.6666667,3
2634,3.6666667,3
2635,4.0,2
2636,5.0,1
2637,4.0,1
2638,3.0,1
2639,3.4,10
2640,3.45,60
2641,3.275862,29
2642,2.0,19
2643,2.3636363,11
2643,2.3636363,11
2644,4.428571,7
2647,5.0,1
2648,4.1666665,12
2649,5.0,1
2650,5.0,1
2651,4.5,2
2652,4.5,2
2653,2.0,1
2654,4.25,4
2655,3.0,1
2656,3.5,2
2657,3.1818182,55
2659,4.0,3
2660,4.5,2
2661,3.5,2
2662,3.4666667,15
2664,4.214286,14
2668,3.0,10
2669,3.3333333,3
2670,4.75,4
2671,3.3829787,47
2671,3.3829787,47
2672,3.0,15
2672,3.0,15
2673,5.0,1
2674,3.0,1
2676,2.75,4
2677,4.0,11
2678,1.6666666,3
2681,3.0,1
2682,4.6666665,3
2683,3.3766234,77
2686,3.7222223,18
2687,3.72,25
2688,3.3076923,26
2689,2.5,2
2690,4.25,20
2690,4.25,20
2691,2.0,1
2692,4.339286,56
2693,3.8888888,9
2694,3.3043478,23
2696,3.6,5
2697,2.0,3
2699,2.9607842,51
2700,3.4285715,56
2701,2.0263157,38
2701,2.0263157,38
2701,2.0263157,38
2702,2.8888888,18
2704,3.6666667,3
2706,3.3972602,73
2707,3.580645,31
2708,4.0,1
2709,2.5,6
2710,2.8412697,63
2712,3.6153846,52
2713,2.1764705,17
2714,2.3333333,3
2715,2.6666667,3
2716,3.7333333,105
2716,3.7333333,105
2717,2.8235295,34
2717,2.8235295,34
2718,3.5454545,11
2718,3.5454545,11
2719,2.3529413,17
2720,2.0625,16
2720,2.0625,16
2721,4.6,5
2722,2.6,25
2723,3.0,30
2724,2.8947368,38
2725,3.6,5
2725,3.6,5
2725,3.6,5
2725,3.6,5
2726,4.285714,7
2727,3.5,2
2728,3.875,16
2729,4.0,10
2730,3.2,10
2731,4.090909,11
2732,4.0,9
2733,2.3333333,3
2734,3.5625,16
2735,2.5625,16
2736,3.7692308,13
2738,2.6666667,6
2739,3.935484,31
2741,2.6666667,3
2741,2.6666667,3
2745,3.875,8
2746,3.5714285,35
2747,3.0,13
2748,2.5,4
2749,4.0,5
2750,3.8421052,19
2751,3.5,2
2752,4.0,5
2753,2.6666667,3
2754,3.0,1
2755,3.5,2
2757,3.857143,7
2758,4.0,1
2759,3.0526316,19
2759,3.0526316,19
2761,3.7878788,33
2761,3.7878788,33
2761,3.7878788,33
2761,3.7878788,33
2762,4.142857,140
2763,3.4333334,30
2764,4.1666665,6
2766,4.0,1
2767,1.5,2
2769,2.3333333,6
2770,3.0952382,42
2771,2.0,4
2772,3.0,6
2774,4.3333335,3
2775,3.0,2
2776,3.0,1
2776,3.0,1
2779,3.65,20
2780,4.5,2
2781,3.0,2
2782,4.0,2
2783,3.0,1
2784,4.0,3
2786,2.5,2
2787,3.25,8
2788,4.0625,16
2789,2.4,5
2790,2.6,5
2791,3.8658535,82
2792,3.2857144,21
2793,2.5555556,9
2794,3.0,14
2795,3.7894738,19
2796,2.5555556,9
2797,3.8266666,75
2798,2.5,4
2798,2.5,4
2799,1.0,1
2800,3.0,1
2801,3.8,5
2802,3.5,8
2802,3.5,8
2803,3.4,20
2804,4.12069,58
2804,4.12069,58
2805,3.15,20
2806,2.2222223,9
2807,2.5,2
2808,2.5833333,12
2809,1.5,2
2810,4.4,5
2812,3.0,1
2815,2.5,6
2816,1.75,4
2817,1.6666666,3
2819,3.7692308,13
2820,4.5,2
2822,3.0,8
2824,3.0,2
2826,2.8636363,22
2827,2.5,10
2828,2.5,2
2829,3.0,11
2832,3.0,1
2835,3.0,1
2836,2.5,2
2837,5.0,1
2839,4.0,1
2840,2.85,20
2841,3.7619047,21
2843,4.6666665,3
2844,3.3333333,3
2844,3.3333333,3
2846,3.875,8
2847,3.6666667,3
2848,4.0,1
2849,2.0,1
2850,2.0,1
2851,3.0,3
2852,3.75,4
2853,3.5,2
2855,4.0,1
2856,3.4,5
2857,3.75,20
2858,4.304598,174
2859,4.0,5
2860,3.3,10
2861,2.8461537,13
2861,2.8461537,13
2861,2.8461537,13
2861,2.8461537,13
2861,2.8461537,13
2862,3.25,4
2863,3.8888888,27
2863,3.8888888,27
2864,3.0,1
2866,3.7777777,9
2867,3.3333333,9
2868,3.0,2
2869,1.0,1
2870,3.4285715,7
2871,3.9230769,26
2872,3.8333333,12
2874,4.5,2
2875,3.4444444,18
2876,2.6666667,3
2877,3.4285715,7
2878,2.0,2
2879,3.75,4
2880,5.0,1
2881,3.1891892,37
2882,2.1666667,6
2883,3.625,8
2884,1.0,1
2885,3.5,2
2886,2.25,4
2887,2.5,2
2888,2.4,10
2889,3.7142856,7
2890,3.7222223,36
2891,2.8,5
2891,2.8,5
2892,4.0,1
2893,4.0,1
2894,2.0,2
2897,5.0,1
2898,3.5,2
2899,3.6666667,3
2900,3.0,3
2901,3.875,8
2902,3.0,3
2903,1.0,2
2904,3.0,1
2905,3.6666667,6
2906,2.6666667,9
2907,3.0,6
2908,4.051282,39
2912,3.8,15
2913,3.0,1
2913,3.0,1
2913,3.0,1
2915,3.387097,31
2916,3.5316455,79
2917,4.263158,19
2918,4.0898876,89
2919,3.8125,16
2920,4.5,4
2921,3.375,8
2922,4.0,2
2923,4.0,1
2923,4.0,1
2924,4.6666665,3
2925,4.5,6
2926,3.7894738,19
2927,4.5,2
2928,3.6666667,3
2929,4.1538463,13
2929,4.1538463,13
2929,4.1538463,13
2932,4.0,6
2932,4.0,6
2935,4.375,8
2936,4.4,5
2936,4.4,5
2937,4.5,2
2938,4.6666665,3
2939,3.0,2
2940,3.7142856,7
2941,3.2307692,13
2941,3.2307692,13
2942,3.2592592,27
2943,2.6666667,6
2944,3.7333333,30
2945,5.0,1
2946,3.4444444,9
2947,4.0,33
2947,4.0,33
2948,3.5714285,21
2949,3.7619047,21
2950,2.5882354,17
2951,3.8823528,17
2952,3.625,8
2953,2.45,20
2956,3.5,6
2959,4.3450704,142
2961,3.4545455,11
2961,3.4545455,11
2962,3.3333333,3
2964,3.0,3
2966,3.6666667,15
2967,3.4,5
2968,3.631579,38
2969,3.6666667,3
2970,3.6666667,6
2971,4.1,20
2972,2.5,2
2973,4.4166665,24
2974,1.5,4
2975,4.0,2
2976,3.4444444,18
2977,3.0,2
2978,3.142857,7
2979,2.0,2
2981,5.0,1
2982,5.0,1
2983,4.0,2
2984,5.0,1
2985,3.6222222,45
2986,2.7857144,14
2987,3.7105262,76
2988,4.0,8
2989,3.8888888,9
2989,3.8888888,9
2990,3.3076923,13
2991,3.75,16
2992,4.0,1
2993,4.0,8
2995,1.9333333,15
2996,3.0,2
2996,3.0,2
2997,4.042105,95
2998,4.0,1
3000,4.125,24
3001,2.0,1
3001,2.0,1
3002,4.0,1
3003,1.0,1
3004,2.6153846,13
3005,2.76,25
3006,3.8108108,37
3006,3.8108108,37
3007,4.3636365,11
3008,3.5,2
3010,4.5,2
3011,3.7,10
3011,3.7,10
3013,2.0,2
3015,3.3333333,6
3016,3.7692308,13
3017,3.0,4
3018,4.0,11
3019,3.909091,22
3020,3.6666667,21
3021,5.0,1
3021,5.0,1
3022,4.714286,7
3024,3.6666667,3
3025,3.0,1
3028,2.75,4
3029,3.5,2
3030,4.1666665,6
3031,3.0,1
3032,3.5714285,7
3033,3.7727273,44
3034,3.7391305,23
3035,4.4117646,17
3036,4.0,4
3037,4.3125,16
3038,5.0,4
3039,3.6470587,34
3040,3.6,5
3041,3.0,1
3042,2.3333333,3
3043,1.0,1
3044,3.909091,22
3045,3.0,4
3046,2.6666667,3
3047,1.0,1
3048,3.5,2
3051,3.1818182,11
3052,3.2307692,52
3053,2.8,10
3054,2.2,5
3055,3.5,2
3057,3.5,2
3060,3.9,20
3061,3.625,8
3062,4.2222223,9
3063,3.4285715,7
3064,2.6666667,3
3066,3.3333333,9
3067,4.0,14
3068,4.125,16
3069,4.0,5
3070,3.8888888,9
3071,4.2,10
3072,3.6875,32
3074,3.8333333,6
3074,3.8333333,6
3075,3.5,4
3076,2.75,4
3077,4.0,8
3077,4.0,8
3078,4.0,1
3079,4.0,6
3081,3.6511629,43
3082,3.25,24
3083,4.2,20
3086,4.0,5
3087,3.2631578,19
3087,3.2631578,19
3088,4.5384617,13
3089,4.2,15
3090,3.1666667,6
3091,4.5,4
3093,3.1666667,6
3094,2.6666667,3
3095,4.111111,27
3096,3.75,4
3096,3.75,4
3097,3.6363637,11
3098,3.5384614,26
3099,2.625,8
3099,2.625,8
3100,3.5714285,21
3101,3.8205128,39
3102,4.0,8
3103,3.0,3
3104,4.0434785,23
3105,3.909091,11
3106,3.6666667,3
3107,3.347826,23
3108,3.625,32
3109,4.0,1
3110,3.6666667,3
3111,4.2222223,9
3112,5.0,3
3113,2.0625,16
3113,2.0625,16
3114,3.988889,90
3115,3.6666667,3
3116,4.0,1
3117,3.5,4
3118,3.5,2
3120,3.0,3
3120,3.0,3
3122,3.0,1
3125,3.3,10
3127,2.8333333,6
3128,3.25,4
3128,3.25,4
3129,4.0,10
3130,2.4545455,11
3133,4.0,2
3134,4.3636365,11
3135,4.0,8
3136,3.0,2
3138,3.0,4
3140,4.0,1
3141,4.0,3
3142,3.6,5
3143,4.0,1
3144,2.5,2
3145,3.1666667,6
3146,2.4375,16
3146,2.4375,16
3147,3.922078,77
3148,3.4666667,30
3150,4.0,3
3152,4.0,20
3153,4.142857,7
3153,4.142857,7
3153,4.142857,7
3155,3.6666667,6
3156,2.8823528,17
3157,3.0952382,21
3158,3.5,2
3159,3.142857,14
3160,3.9,40
3161,3.0,1
3163,3.7142856,7
3165,5.0,1
3166,4.0,1
3167,4.428571,7
3167,4.428571,7
3168,3.8947368,19
3169,3.3333333,12
3171,4.0,1
3171,4.0,1
3173,2.9444444,18
3174,3.21875,32
3175,3.54717,53
3175,3.54717,53
3176,3.590909,44
3177,3.0,4
3178,3.5555556,18
3179,3.1,10
3180,2.0,1
3181,3.8333333,6
3182,3.2857144,7
3183,3.5,4
3185,3.0,10
3186,3.6470587,17
3188,3.5,4
3189,3.25,8
3190,1.0,1
3192,4.0,1
3194,3.625,8
3194,3.625,8
